,movie_id,adaptation
58,2785496,Lee Carrick
59,2785496,"Lee Carrick. ""Crack it gives you wings"""
60,2785496,"Lee Carrick. ""Crack it gives you wings"""
61,2785496,"Lee Carrick. ""Crack it gives you wings"". In: ""short story"" (UK), Mcstoryteelers.com"
62,2788631,"Peter Bagge. ""Apocalypse Nerd"". Dark Horse, 1 January 2005, (BK), ISBN-13: 9781593079024"
63,2791453,"Brad Watson. ""Are You Mr. Lonelee"". In: ""Aliens in the Prime of Their Lives"", WW Norton & Company, Inc, (BK)"
64,2792821,"Jerrard Tickell. ""Appointment with Venus"". In: ""Novel"""
65,2793240,"Jules Verne. ""Around the World in 80 Days"". In: ""Around the World in 80 Days"", Pierre-Jules Hetzel, 30 January 1873, (BK), ISBN-13: 9780140367119"
66,2795317,"Nelson Sampaio Junior. ""Ary Um bandeirante do Cinema Brasileiro"". (Pernambuco, Brazil), Bagaço, 28 December 2013, (BK), (Short-filme based in this book)"
67,2796780,"Ruta Sepetys. ""Between Shades of Gray"". Penguin"
68,2799744,"Ginsberg, Allen. ""At Apollinaire's Grave"""
69,2800145,"Nicole M Taylor. ""In the End"". (Short Story)"
70,2803441,"Antunes, Alex. ""A Estratégia de Lilith"". In: ""http://www.livrariacultura.com.br/scripts/resenha/resenha.asp?nitem=589074&sid=0186961226419431989085060&k5=2D54E302&uid="" ([São Paulo]), Conrad do Brasil, Iss. 1 ed., 1 July 2001, Pg. 224, (BK), ISBN-10: 8587193422"
71,2803513,"Christiano Sensi. ""Aula de Inglês"". 2013"
72,2804793,"Budhha. ""Dhammapada"". In: ""Canon Pali"""
73,2804793,Friedrich Nietzsche
74,2804793,Jean Luc-Godard
75,2804793,"Michel Onfray. "" THÉORIE DU CORPS AMOUREUX. POUR UNE ÉROTIQUE SOLAIRE "". In: ""excerpts from the book"""
76,2804793,"Ovidio. ""Arte de amar"""
77,2805612,"Shakespeare, William. ""Macbeth"""
78,2805612,"Shakespeare, William. ""Romeo and Juliet"""
79,2806990,"Rak Razam. ""Aya Awakenings: A Shamanic Odyssey"". North Atlantic Books, (BK), ISBN-10: 1583948007"
80,2807106,"Lot Vekemans. ""GIF"""
81,2807106,"Lot Vekemans. ""GIF"""
82,2807482,"Dimitar Dimov. ""A Novel Without a Title"". (Bulgaria), Ciela, Vol. 1, Iss. 1, 1 December 2007, Pg. 180, (BK), ISBN-13: 9789542800279"
83,2807482,"Teodora Dimova. ""Adriana"". (Bulgaria), Ciela, Vol. 1, Iss. 1, 1 September 2007, Pg. 168, (BK), ISBN-13: 9789542800217"
84,2808979,"Agda Bavi Pain. ""Koniec sveta (The End Of The World)"". Koloman Kertesz Bagala, 2006, Pg. 177, (BK), 8089129803, 9788089129805"
85,2811049,"R. B. Russell. ""Bloody Baudelaire"". (Bucharest, Romania), Ex Occidente Press, 2009, (BK)"
86,2812321,"William Shakespeare. ""Romeo & Juliet"""
87,2816390,"Mark Twain. ""Adventures of Huckleberry Finn"". 1884"
88,2816390,"Mark Twain. ""The Adventures of Tom Sawyer"". 1876, (BK)"
89,2819728,"Saradindu Bandopaddhyay. ""Bohurupi"". In: ""Saradindu Omnibus"", Ananda Publishers Pvt. Ltd., Vol. V, April 1975, Pg. 46-51, (BK), ISBN-10: 81-7066-416-0"
90,2820618,"David Langford. ""BLIT"""
91,2821403,"Bob Kane. ""Batman"". DC Comics, Vol. 1, Iss. 27, May 1939"
92,2822133,"David, Peter. ""Battleship"". Official novel of the film. New York: Del Rey, 2012, ISBN-10: 0345535375"
93,2824475,"Tom Faraday. ""Endeavours into Adventures and Love"". (Frederick), PublishAmerica, 17 October 2005, (BK), ISBN-10: 141379792X"
94,2824475,"Tom Faraday. ""My Telepathic Letters"". (Frederick), America Star Books, 11 September 2011, (BK), ISBN-10: 1462636853"
95,2825588,"David Whitehouse. ""Bed"". Cannongate"
96,2828478,"Matthew McKay. ""Us"". Boaz Publishing Company, 15 September 2012, Pg. 240, (BK), ISBN-13: 9781893448124"
97,2833733,"Leslie Haskin. ""Between Heaven & Ground Zero"""
98,2834241,"Sean McDonough. ""Beverly Kills"". In: ""http://www.amazon.com/Beverly-Kills-Sean-McDonough/dp/1634152786?ie=UTF8&keywords=beverly%20kills&qid=1458931250&ref_=sr_1_2&sr=8-2"", Sean McDonough, Vol. 1, Iss. 1, 12 October 2014, Pg. 330, (BK), ISBN-10: 1634152786"
99,2834259,"Siegfried Lenz. ""Die Flut ist pünktlich"". Hoffmann und Campe Verlag GmbH, (BK), (short story)"
100,2838442,"Trimble, Irene. ""Big Hero 6: The Junior Novelization"". Random House/Dismen, 2014, ISBN-10: 0736431888"
101,2839568,"Eric Brown. ""Bigfoot Wars"""
102,2839568,"Eric S Brown. ""Bigfoot War"". Coscom Entertainment, Vol. 1, Iss. 1, 15 June 2010, (BK), ISBN-10: 1926712498"
103,2843887,"Bicakci, Baris. ""Bizim Buyuk Caresizligimiz"". (Istanbul, Turkey), Iletisim Yayinlari, Vol. 1, 1 September 2004, Pg. 167, (BK), ISBN-13: 9789750502637"
104,2844118,"Dirk Bracke. ""Black & Back"". Davidsfonds, (BK)"
105,2844132,"Mylo Carbia. ""The Raping of Ava DeSantis"". 26 January 2016, (BK)"
106,2846843,"Larry Duplechan. ""Blackbird"""
107,2849901,"Frank Turner Hollon. ""Blood And Circumstance"". MacAdam/Cage, 2006, (BK), ISBN-13: 978-1-59692-196-2"
108,2850580,"Greske, David. ""Blood River"""
109,2853371,"Fish, Charlie. ""Death by Scrabble"". (BK)"
110,2854977,"Bartos, Erika. ""Bogyó és Babóca"""
111,2860313,"Jason Dodson / Henry Saine. ""Bounty Killer"". Kickstart Comics, 1 January 2012, Pg. 96, (BK), ISBN-13: 978-1938655265"
112,2860455,"Bakker, Gerbrand. ""Boven is het Stil"". Uitgeverij Cossee, April 2006, Pg. 264, (BK), ISBN-13: 978-90-5936-106-5"
113,2861058,"Eve Makis. ""Land of the Golden Apple"""
114,2863153,"Erik V Wolter. ""Break the Stage"". First Edition Design Publishing, Vol. 1, Iss. 1, 1 June 2014, Pg. 212, (BK), 978-1622-876-64-8-Print, (Story by Erik V Wolter & Dalas L Davis)"
115,2863153,"Wolter, Erik V. ""Break the Stage"". First Edition design Publishing, 1 August 2014, Pg. 208, (BK), ISBN-13: 978-1622-876-64-8"
116,2865173,"Paul Guimard. ""Rue du Havre"". Éditions Denoël, (BK)"
117,2866779,"Daley Osiyemi and David Bircham. ""Brodie's Law"". In: ""Comic Book"" (London)"
118,2868354,"Salvatore Sapienza. ""Seventy Times Seven"""
119,2869400,"Stig Dagerman. ""Att döda ett barn (To kill a child)"". Norstedts Agency"
120,2870327,"Viktor Pelevin. ""Buddha's Little Finger"". In: ""amazon.com"", Penguin Books, 1 December 2001, Pg. 352, (BK), ISBN-13: 978-0141002323"
121,2872037,"Thomas Lee Howell. ""Bully Boys"". In: ""Original novel"" (USA), NONE, 10 February 2010, Pg. 45, (BK)"
122,2876203,"Robert Schenkkan. ""By the Waters of Babylon"". In: ""Play"""
123,2878841,"Stephen King. ""Cain Rose Up"". Putnam, 1985, (BK)"
124,2880955,"Claudel, Camille. ""Correspondence"". Éditions Gallimard, (BK)"
125,2880955,"Claudel, Paul. ""Contacts and Circumstances: Prose Works"". Éditions Gallimard, (BK)"
126,2880955,"Claudel, Paul. ""Improvised Memories"". Éditions Gallimard, (BK)"
127,2880955,"Claudel, Paul. ""Journal I & II"". Éditions Gallimard, (BK)"
128,2880955,"Claudel, Paul. ""Psalms"". Éditions Gallimard, (BK)"
129,2882051,"Andy Summers. ""One Train Later"". St. Martin's Griffin, 29 May 2007, Pg. 368, (BK), ISBN-10: 031237481X"
130,2882622,"Charles Dickens. ""A Christmas Carol"""
131,2883130,"Brian Neil Hoff. ""Secret Agent 00K9"". In: ""Amazon"" (Palm Springs), Createspace, Vol. 1, Iss. The Fast & The Furriest, 22 October 2014, Pg. 25, (BK), ISBN-13: 978-1502341983, (Animated Action Adventure Book Series)"
132,2883506,"Christian Morgenstern. ""Galgenlieder"". (Germany), (BK)"
133,2884008,"Jorge Amado. ""Capitães da Areia"". (Salvador, Bahia, Brazil), 1937, (BK)"
134,2884281,"Gleason, Lev. ""Captain Battle"". (MG)"
135,2887464,"Edgar Rice Burroughs. ""Carson of Venus"""
136,2888495,"Edgar Allan Poe. ""The Cask of Amontillado"""
137,2888722,"Joel Thomas Hynes. ""Say Nothing Saw Wood"". In: ""Novella"", Running the Goat Books and Broadsides, 1 November 2013"
138,2891335,"Yasmina Khadra. ""Ce que le jour doit à la nuit \ What the Day owes the Night"". Vintage Books, 2011, (BK), ISBN-13: 978-0099540458"
139,2893212,"Stephen King. ""The Ten O'clock People"""
140,2893212,"Stephen King. ""The Ten O'clock People"". (Nightmare and Dreamscapes), 1993"
141,2893546,"Ruskin Bond. ""The Night Train at Deoli and Other Stories"". Penguin Books, 3 October 1989, Pg. 248, (BK)"
142,2897284,"Temple, David. ""Discovering Grace"". St Simons Press, 10 December 2010, Pg. 315, (BK), ISBN-13: 9780615416755"
143,2901894,"Cormac McCarthy. ""Child Of God"". Random House, 1973, Pg. 208, (BK)"
144,2903030,"Renzu Shah. ""Jhil Jalti Hai"". (India), (BK)"
145,2903354,"Pandit, Charuhas and Wadekar, Prabhakar. ""Chintoo (Comic strip)"". (Pune), Daily Sakal"
146,2905328,"Nicolas Mathieu. ""Christine"""
147,2905497,"""The Legand of the Little Drummer Boy"""
148,2905497,"E.T.A. Hoffmann. ""Nutcracker and Mouse King"". 1816"
149,2905497,"Pyotr Ilyich Tchaikovsky. ""The Nutcracker Ballet and Suite"". 1892"
150,2905840,"Joe R. Lansdale. ""Christmas with the Dead"". (UK), PS Publishing, 12 January 2011, Pg. 29, (BK), ISBN-13: 978-1-84863-111-3"
151,2912831,"Kevin J. Anderson. ""Clockwork Angels"". In: ""Novel"", ECW Press, 2012, (BK)"
152,2917109,"Raymond Carver. ""Collectors"". In: ""Will You Please Be Quiet, Please?"""
153,2917109,Raymond Carver
154,2918900,"Nathaniel Hawthorne. ""The Canterbury Pilgrims"". In: ""Short Story"""
155,2919019,"Joyce Carol Oates. ""Where Are You Going, Where Have You Been"""
156,2919194,"Samuel Beckett. ""Come and Go"". (London), Calder and Boyars, 1967, Pg. 8, (BK), ISBN-13: 9780714501734"
157,2919194,"Samuel Beckett. ""Breath"". In: ""Breath and other shorts"" (London), 1971, 1971, Pg. 48, (BK), ISBN-10: 0571097952"
158,2919676,"Ron Kenney. ""Comics Open"". In: ""Novel"", Samo Press, 15 June 2000, Pg. 181, (BK), ISBN-10: 0967667151"
159,2921008,"German Quintero. ""Como te ves, me vi"". (Mexico), Zeta, Vol. 15,000, 1 March 2008, Pg. 189, (BK)"
160,2921432,"Ngugi wa Thiongo. ""Devil on the Cross"". Heinemann, 23 October 1987, Pg. 256, (BK), ISBN-13: 978-0435908447"
161,2921432,"Kagiso Lesego Molope. ""Dancing in the Dust"". TSAR, 1 January 2002, Pg. 189, (BK)"
162,2925969,"Derek Savage. ""Cool Cat Stops Bullying"". Blue Thunder Books, 2012, Pg. 32, (BK), ISBN-13: 9780983945451"
163,2928516,"Milan Perkins. ""Every cloud"". In: ""Author"""
164,2930435,"Louisa May Alcott. ""Little Women"""
165,2931070,"Aeneas Middleton. ""Cranium Intel: Gateway 2020"". In: ""http://www.amazon.com/Cranium-Intel-Gateway-Military-Execution/dp/0615637590/ref=la_B007DITWV0_1_4?ie=UTF8&qid=1352306794&sr=1-4"", Royal Middleton Publishing, Vol. 1, 1 May 2012, Pg. 312, (BK), ISBN-13: 978-0615637594, (The Military Execution Saga)"
166,2933645,"Doina Rusti. ""Cristian"". Polirom, Vol. Camasa în carouri, 2010, (BK), (story)"
167,2934080,"Robert Wilson. ""Crooked Tree"". University of Michigan Press/Petoskey, 8 May 2006, Pg. 372, (BK), ISBN-10: 047203152X"
168,2936020,"István Örkény. ""Leltár"""
169,2936848,"James R Adams II. ""A.K.A."". (BK), (Being Revised (unfinished)"
170,2936848,"James R.Adams II. ""A.K.A."". 11 November 2015, (BK), (First Draft Novel Manuscript (currently being revised)"
171,2939399,"Sylvia Plath. ""Cut"". (Poem)"
172,2940128,"William Shakespeare. ""Cymbeline"". (BK)"
173,2942791,"Risica, Romeo. ""Beneath the Cristo"". (USA), Author House, 2005, Pg. 316, (BK), ISBN 978438989129"
174,2942791,"Romeo Risica. ""Dagger of Adultery"". Mesmerizing Movies and Music, Inc, 1 January 2013"
175,2942791,"Risica, Romeo. ""Beneath The Cristo"". In: ""novel"", Authorhouse, 2 February 2005, Pg. 318, (BK), ISBN-13: 9781438989129"
176,2943663,"Edgar Allan Poe. ""The fall of the house of Usher"""
177,2943663,"Howard Phillips Lovecraft. ""The rats in the walls"""
178,2944136,"Charlene E. Green. ""Vicariously Speaking"". In: """"Damaged Goods"" poem"" (United States of America), Charlene E. Green, 2010, Pg. 70, (BK), ISBN-13: 5800067827979"
179,2945088,"Hawkins, Jaq D. ""Dance of the Goblins"". (Norwich, UK), International Waters, 1 May 2005, (BK), ISBN-13: 9781905336005"
180,2946316,"Robert Sheckley. ""Fear in the Night"""
181,2946466,"Daniel Farson. ""Curse"". (United Kingdom), Hamlyn, 1980, Pg. 241, (BK), ISBN-10: 0600321177"
182,2947391,"Alighieri, Dante. ""The Divine Comedy"""
183,2948785,"Maria Merce Roca. ""CAMES DE SEDA"". In: ""Novel"" (Spain), (BK)"
184,2951726,"Anja Jaenicke. ""Das Spiegelbild des Seins"". (BK)"
185,2956968,"Saskia Noort. ""De Verbouwing"". Ambo Anthos, (BK)"
186,2957265,"David Abolafia. ""Dead"". Dramatic Publishing Company"
187,2957759,"Barger Ralph ""Sonny"" ; Zimmerman, Keith ; Zimmerman, Kent. ""Dead in 5 Heartbeats"". Harper Collins, 2003, (BK), ISBN-10: 0-06-053251-3"
188,2958981,"Nobel, Sylvia. ""Deadly Sanctuary (Kendall O'Dell Mystery series)"". Nite Owl Books, 28 April 1998, Pg. 360, (BK), ISBN-10: 0966110579"
189,2960283,"Duncan Williamson. ""Death in a Nut"". In: ""The King And The Lamp: Scottish Traveller Tales"", Cannongate Books, 16 August 2000, (BK), ISBN-10: 1841950637"
190,2960497,"Dean Barrett. ""Death of A Legend"""
191,2960602,"T.C. Boyle. ""The Death of the Cool"""
192,2960734,"Stephen King. ""In the Deathroom"". In: ""Everything's Eventual"", Scribner, 19 March 2002, Pg. 464, (BK), ISBN-13: 978-0-7432-3515-0"
193,2961185,"Petey Hixson. ""Debeaked"". 2001, Pg. 12, (BK)"
194,2966430,"Caserta, Luca. ""L'appuntamento (La vedova nera)"". In: ""Ridotto"" (Rome, Lazio, Italy), SIAD, Vol. 57, Iss. 9-10, November 2009, Pg. 23-32, (MG), (theatrical play)"
195,2967081,"Euripides. ""Alcestis"". (BK)"
196,2969089,"Saint-Exupéry, Antoine de. ""Le petit prince"""
197,2972950,"Monteiro Lobato. ""O Sacy-Pererê: Resultado de um Inquérito"". (São Paulo), Editora Globo, Iss. brazilian mythology, 1918, Pg. 384, (BK), ISBN-13: 978-85-250-4550-8"
198,2973404,"Caio Fernando Abreu. ""Pela passagem de uma grande dor - short story"". In: ""Morangos Mofados"" (São Paulo, São Paulo, Brazil), Editora Brasiliense, Iss. 1st, 1982, Pg. 145, (BK), 930256"
199,2974721,"Soares, Romildo Ribeiro. ""Trez Vidas Um Destino"". (Brazil), Grace Editorial, Vol. 1, 15 April 1990, Pg. 120, (BK)"
200,2976606,"JoAnn Hess. ""Devil's Dandruff"". 2015"
201,2976606,"JoAnn Hess. 2015, (BK)"
202,2978266,"Joseph Young Jr.. ""Diamond Ruff"". In: ""Amazon.com"" (Hartford, CT), Young Publications, Vol. 1, Iss. 1, 1 November 2008, Pg. 230, (BK), ISBN-10: 0965344177"
203,2978266,"Joseph Young, Jr.. ""Diamond Ruff"". (Hartford, CT), Young Publishing, Iss. 1, Pg. 250, (BK), ISBN-13: 978-0-9653441-7-3"
204,2978608,"Denny. ""Diary ng Panget"". In: ""Wattpad"" (Manila, Philippines), Viva-PSICOM Publishing, May 2013, (BK)"
205,2983043,"Chris Karstens. ""Abel se Ontwaking"""
206,2983200,"de Villiers, Leon. ""Die Pro"". In: ""Youth Novel"", (BK), ISBN-13: 978-0-624-03619-7"
207,2987962,"J. Robert Lennon. ""Directions"". In: ""http://requitedjournal.com/index.php?/archive/j-robert-lennons-pieces-for-the-left-hand/"", Graywolf Press, 2009, (BK)"
208,2989823,"""The Epic of Gilgamesh"""
209,2991677,"Luciano Milici; Renato Siqueira. ""Diário de um Exorcista"". Editora Generale, 23 November 2013, (BK), ISBN-13: 9788563993724"
210,2995930,"Mircea Eliade. ""Domnisoara Christina"""
211,2997033,"Elizabeth Fields. ""Don't Let Them In"". (USA), 12 March 2012, ISBN-10: 0615615198"
212,2998538,"Chris Russell. ""#Doorman"". In: ""Blog"" (http://tbonehotel.blogspot.com/)"
213,2999109,"Léo Lama. ""Dores de Amores"""
214,2999409,"L. Frank Baum. ""The Wonderful Wizard of Oz"". (United States), George M Hill Company, Vol. 1, Iss. 1, 17 May 1900, Pg. 259, (BK), N/A"
215,3007269,"Alimorad Fadaie-nia. ""THE DRUM"""
216,3007475,"George Carroll and Christina Tyler. ""The Tragedy of Tupac or Who shot me?"". In: ""Play"" (NYC)"
217,3009401,"Stephen King. ""Duma Key"". Scribner., 22 January 2008, Pg. 611, (BK), ISBN-13: 978-1-4165-5251-2"
218,3010474,"Willam Butler Yeats. ""'The Cold Heaven'"". In: ""Poems"""
219,3015422,"Welsh, Irvine. ""Ecstasy"". W.W. Norton & Company, 17 August 1996, Pg. 288, (BK), ISBN-10: 0393315819"
220,3016087,"Sakurazaka, Hiroshi. ""All You Need Is Kill"". (San Francisco, CA), Haikasoru, 21 July 2009, Pg. 230, (BK), ISBN-10: 1421527618"
221,3016770,"Geert De Kockere. ""Eefje Donkerblauw"""
222,3017570,"Berger, Hilde. ""Tod und Mädchen. Egon Schiele und die Frauen"". Böhlau Verlag Wien. Köln.Weimar, 20 September 2009, (BK), ISBN-13: 978-3-205-78378-7"
223,3019965,"Hatice Akyün. ""Einmal Hans mit scharfer Soße"". Goldmann Verlag"
224,3021612,"Rosa Maria Matute. ""Barrio Limpio, Barrio Sano"""
225,3021941,"Elizabeth Guevara. ""Separated by Dreams"". In: ""www.separatedbydreams.com"", AuthorHouse, (BK)"
226,3024025,"Richard Dominguez. ""El Gato Negro"". Azteca Productions, Vol. 1, Iss. 1, 1 September 1993, Pg. 30, (MG)"
227,3024668,"Amparo Dávila. ""El Huésped"". In: ""Cuentos Reunidos"", Fondo de Cultura Económica, 2009, (BK)"
228,3027353,"Gonzalo Canal Ramirez. ""El Robo de las Aes"". (Colombia), (BK)"
229,3029688,"Ray Robinson. ""Electricity"""
230,3029839,"Doreen Micallef. ""Dedika"""
231,3029839,"Doreen Micallef. ""Elegija"""
232,3030172,"Ed Simpson. ""Elephant Sighs"". In: ""Play"", Samuel French, ISBN-13: 978-0-573-69732-6"
233,3030775,"Richard Huggett. ""The Truth About Pygmalion"". 1969, (BK)"
234,3031612,"Lily Ann Martin. ""Elsa & Fred"". In: ""Original Script"", 2005"
235,3031612,"Marcos Carnevale. ""Elsa & Fred"". In: ""Original Script"", 2005"
236,3031612,"Marcela Guerty. ""Elsa & Fred"". In: ""Original Script"", 2005"
237,3032925,"Hirst, Miriam Laufey. ""Emilía í Æviskógi"". (United Kingdom), 2015, (short story)"
238,3033800,"JONATHAN FRANZEN. ""EMPTYING THE SKIES"". In: ""THE NEW YORKER MAGAZINE"", CONDE NAST, 26 July 2010"
239,3035721,"Bret Anthony Johnston. ""Encounters with Unexpected Animals"". In: ""Esquire.com"" (http://www.esquire.com/fiction/encounters-with-unexpected-animals-story-0312?click=news), Hearst Communications, Inc., 2 March 2012, (MG)"
240,3041003,"Francis Levy. ""Erotomania"". In: ""Novel"", Two Dollar Radio, 1 August 2008, Pg. 160, (BK), ISBN-13: 978-0-9763895-7-6"
241,3041003,"Francis Levy. ""Erotomania: A Romance"". Two Dollar Radio, 1 August 2008, Pg. 160, ISBN-10: 0976389576"
242,3041818,"Schulman, J. Neil. ""Escape from Heaven"". In: ""Amazon"" (USA), com Pulpless.com, 30 May 2002, Pg. 232, (BK), ISBN-10: 1584451920"
243,3041846,"Howard Phillips Lovecraft. ""The Shadow Over Innsmouth"""
244,3041846,"Howard Phillips Lovecrafy. ""The Shadow Over Innsmouth"""
245,3045921,"Eva & Rudolph Roden. ""Eva et Ruda"". les éditions du passage, 2010, Pg. 280, (BK), ISBN-13: 978-2-922892-42-0"
246,3045921,"Rudolph G. Roden, Eva Roden. ""Lives on Borrowed Time"". Carlton Press, Corporation, 1984, Pg. 160, (BK), ISBN-13: 978-0806223162"
247,3046112,"Mark Twain. ""No.44, The Mysterious Stranger"""
248,3048554,"Leticia Ross. ""Ex-Girlfriends Club"". Tate Publishing"
249,3053485,"Felicity Pickering. ""Facon"""
250,3055462,"Bagge, Peter. ""Apocalypse Nerd"". (Seattle), Dark Horse Comics, 2008, (BK), ISBN-10: 1593079028"
251,3055462,"Peter Bagge. ""Apocalypse Nerd"". (Seattle), Dark Horse Comics, 2008, (BK), ISBN-10: 1593079028"
252,3055462,"Bagge, Peter. ""Apocalypse Nerd"". Dark Horse, 1 October 2007, (BK)"
253,3055585,"Ian C. Glover. ""False Affairs"". Lulu.com, Pg. 203, (BK)"
